ndf_floor,ndf,adf,hemicellulose,cp,fat,nfc,nel,dmi,ch4_mj_d,ch4_kg_d,ch4_co2e_kg_d,ghg_intensity,feed_cost_d,feed_cost_100kg,iofc_d,iofc_100kg,milk_revenue_d,forage_ndf,nfc_ceiling_violated,total_ndf_floor_violated,forage_ndf_floor_violated,share_Alfalfa haylage,share_Corn silage,share_Grass hay,share_Corn grain ground,share_Soybean meal 48pct CP
0.28,0.336697768215646,0.1954603388001441,0.1412374294155019,0.16000000000133113,0.028302231782702723,0.40000000000032016,1.6334612799148385,23.51970317516535,18.569571664944622,0.3336850254257794,9.309812209379244,0.25419698914874356,5.5112662987678664,14.503332365178595,12.333533701232133,32.4566676348214,17.8448,0.3049084431279714,False,False,False,3.820625856605563e-12,0.44999999999407125,0.17656628125708806,0.1914627588073027,0.18197095993771745
0.3,0.336697768215646,0.1954603388001441,0.1412374294155019,0.16000000000133113,0.028302231782702723,0.40000000000032016,1.6334612799148385,23.51970317516535,18.569571664944622,0.3336850254257794,9.309812209379244,0.25419698914874356,5.5112662987678664,14.503332365178595,12.333533701232133,32.4566676348214,17.8448,0.3049084431279714,False,False,False,3.820625856605563e-12,0.44999999999407125,0.17656628125708806,0.1914627588073027,0.18197095993771745
0.32,0.336697768215646,0.1954603388001441,0.1412374294155019,0.16000000000133113,0.028302231782702723,0.40000000000032016,1.6334612799148385,23.51970317516535,18.569571664944622,0.3336850254257794,9.309812209379244,0.25419698914874356,5.5112662987678664,14.503332365178595,12.333533701232133,32.4566676348214,17.8448,0.3049084431279714,False,False,False,3.820625856605563e-12,0.44999999999407125,0.17656628125708806,0.1914627588073027,0.18197095993771745
0.34,0.3399999999997234,0.19760428646079353,0.14239571353892988,0.15999999999952247,0.028209879770081405,0.39679012023067267,1.6287211186641963,23.588153927316803,18.608537999996734,0.33438522911045343,9.32934789218165,0.2547303953697985,5.522243513773904,14.53221977308922,12.322556486226095,32.42778022691078,17.8448,0.30881312075230605,False,False,False,0.0,0.4500000000004923,0.18329848405531818,0.1850757971802351,0.18162571876495193
0.341,0.3409999999929706,0.19825352848444627,0.14274647150852432,0.1599999999938221,0.028181913226063372,0.3958180867871439,1.6272856769614306,23.608961226439448,18.62033799991705,0.3345972686418158,9.33526379510666,0.25489192437573477,5.525580309766482,14.541000815174954,12.319219690233517,32.41899918482505,17.8448,0.3099955567084183,False,False,False,5.313757782397132e-12,0.44999999999673507,0.18533716673752068,0.18314166234537935,0.18152117091835238
0.35,0.3500000000003117,0.20413529411781825,0.14586470588249342,0.16000000000002648,0.02793823529414959,0.38706176470551235,1.6120382352955187,23.83226626425508,18.726538000003675,0.33650562443852067,9.388506921834725,0.2563456854401635,5.566341574124967,14.64826730032886,12.278458425875034,32.31173269967114,17.8448,0.32029705882381265,False,False,False,0.0,0.4361764705886457,0.21382352941193464,0.1702941176474935,0.17970588235280746
0.36,0.3600000000007983,0.2108411764710237,0.14915882352977458,0.160000000000043,0.02770294117655502,0.3772970588226036,1.5848029411800932,24.241830610886588,18.84453800000942,0.33862601976656637,9.4476659514872,0.2579609755105121,5.65996399427754,14.894642090204051,12.18483600572246,32.06535790979595,17.8448,0.3302382352948396,False,False,False,0.0,0.3597058823539714,0.2902941176475043,0.17617647058944935,0.1738235294113529
0.37,0.3700000000022631,0.21754705882095826,0.1524529411813048,0.15999999995593386,0.027467647061622122,0.36753235298018094,1.5575676470465971,24.665718066608846,18.962538000026704,0.3407464150948195,9.506824981145463,0.25957626558101876,5.756860537136936,15.149632992465621,12.087939462863062,31.810367007534374,17.8448,0.3401794117658594,False,False,False,7.539802097136089e-13,0.28323529410915865,0.3667647058904077,0.18205882364292494,0.16794117635675476
0.372,0.37200000000047767,0.2188882352943822,0.15311176470609547,0.16000000000008957,0.027420588235342738,0.36557941176409,1.552120588237585,24.75228068158446,18.986138000005635,0.34117049416002937,9.518656787064819,0.2598993235947843,5.77664790823385,15.201705021668028,12.068152091766148,31.758294978331968,17.8448,0.34216764705925473,False,False,False,0.0,0.2679411764713039,0.3820588235296,0.1832352941182408,0.1667647058822658
